segment_id_original,start_seconds,end_seconds,speaker_cluster,raw_text,hearing_id,date,title,input_path,input_format,segment_index,segment_id,n_words,duration_seconds,start_timestamp,end_timestamp
843,4264.136,4265.637,SPEAKER_25,Where are we at on this number here?,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,843,h1_2025_12_03_s00843,8,1.5009999999992942,01:11:04.136,01:11:05.637
844,4266.178,4266.598,SPEAKER_25,One second.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,844,h1_2025_12_03_s00844,2,0.42000000000007276,01:11:06.178,01:11:06.598
845,4267.058,4268.66,SPEAKER_25,"Okay, thank you.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,845,h1_2025_12_03_s00845,3,1.6019999999998618,01:11:07.058,01:11:08.660
846,4269.04,4269.8,SPEAKER_25,"Craig Hall, please.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,846,h1_2025_12_03_s00846,3,0.7600000000002183,01:11:09.040,01:11:09.800
847,4272.082,4273.884,SPEAKER_20,"Chairman, can you hear me?",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,847,h1_2025_12_03_s00847,5,1.8019999999996799,01:11:12.082,01:11:13.884
848,4273.944,4274.264,SPEAKER_20,Excuse me?,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,848,h1_2025_12_03_s00848,2,0.31999999999970896,01:11:13.944,01:11:14.264
849,4276.613,4276.993,SPEAKER_20,YOU'RE ON.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,849,h1_2025_12_03_s00849,3,0.38000000000010914,01:11:16.613,01:11:16.993
850,4277.073,4278.515,SPEAKER_20,GOOD DEAL.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,850,h1_2025_12_03_s00850,2,1.4420000000000073,01:11:17.073,01:11:18.515
851,4281.177,4285.3,SPEAKER_20,OUR FAMILY HAS FARMED IN THIS AREA FOR LONGER THAN MOST FAMILIES HAVE.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,851,h1_2025_12_03_s00851,13,4.123000000000502,01:11:21.177,01:11:25.300
852,4285.32,4288.563,SPEAKER_20,THIS LAND IS VERY VALUABLE IN PRODUCTION AND FEEDING THE WORLD.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,852,h1_2025_12_03_s00852,11,3.243000000000393,01:11:25.320,01:11:28.563
853,4289.083,4290.644,SPEAKER_20,WE TAKE IT VERY SERIOUSLY.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,853,h1_2025_12_03_s00853,5,1.561000000000604,01:11:29.083,01:11:30.644
854,4291.845,4305.216,SPEAKER_20,"I'VE TALKED TO FARMERS WHO ARE FOR THIS AND OPPOSED TO THIS, AND THE REASONING ALWAYS GOES BACK TO GOOD BLACK DIRT, BUT WE ALSO HAVE THE RESPONSIBILITY TO BE A GOOD NEIGHBOR TO EACH OTHER.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,854,h1_2025_12_03_s00854,37,13.371000000000095,01:11:31.845,01:11:45.216
855,4305.912,4308.753,SPEAKER_20,other and we had a township meeting about a week and a half ago.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,855,h1_2025_12_03_s00855,14,2.8409999999994398,01:11:45.912,01:11:48.753
856,4309.813,4323.938,SPEAKER_20,And if you ever wanted to teach or take students from a class and learn how to be civil and learn to be specific minded we had a great Q&A that night.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,856,h1_2025_12_03_s00856,33,14.125,01:11:49.813,01:12:03.938
857,4324.518,4325.639,SPEAKER_20,It was very respectful.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,857,h1_2025_12_03_s00857,4,1.1210000000000946,01:12:04.518,01:12:05.639
858,4325.859,4328.88,SPEAKER_20,Some of the questions that weren't answered are being answered here tonight.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,858,h1_2025_12_03_s00858,13,3.020999999999731,01:12:05.859,01:12:08.880
859,4329.56,4333.141,SPEAKER_20,Some of the concerns are from past experiences.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,859,h1_2025_12_03_s00859,8,3.5809999999992215,01:12:09.560,01:12:13.141
860,4334.105,4344.874,SPEAKER_20,"And nothing to take away from the solar project, but the contractors that we dealt with in our township, they pretty much went through our township.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,860,h1_2025_12_03_s00860,26,10.769000000000233,01:12:14.105,01:12:24.874
861,4345.374,4349.878,SPEAKER_20,"We've talked to the company, and there was not much respect given back.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,861,h1_2025_12_03_s00861,14,4.503999999999905,01:12:25.374,01:12:29.878
862,4350.018,4360.607,SPEAKER_20,"I don't want to have that taste in my mouth with this group, but we had speeding beer cans, going through stop signs.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,862,h1_2025_12_03_s00862,24,10.588999999999942,01:12:30.018,01:12:40.607
863,4362.028,4363.229,SPEAKER_20,"May 20th, I went to a",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,863,h1_2025_12_03_s00863,6,1.2010000000000218,01:12:42.028,01:12:43.229
864,4364.013,4374.396,SPEAKER_20,"I was going through the farm area on a tractor May 20th at 3 o'clock, a contractor after the solar project was done, and they were a group out of Arizona.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,864,h1_2025_12_03_s00864,32,10.38299999999981,01:12:44.013,01:12:54.396
865,4375.376,4382.878,SPEAKER_20,"And I know we say we're going to employ local people, but if you lived out there, you saw a licensed place from every state in the nation.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,865,h1_2025_12_03_s00865,29,7.501999999999498,01:12:55.376,01:13:02.878
866,4384.638,4393.0,SPEAKER_20,"So if you're going to employ local people, I want to know what the definition of local people is.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,866,h1_2025_12_03_s00866,20,8.36200000000008,01:13:04.638,01:13:13.000
867,4393.744,4394.585,SPEAKER_20,FROM SOMEBODY.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,867,h1_2025_12_03_s00867,2,0.8410000000003492,01:13:13.744,01:13:14.585
868,4394.665,4398.508,SPEAKER_20,AND THE OTHER THING IS...,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,868,h1_2025_12_03_s00868,5,3.842999999999847,01:13:14.665,01:13:18.508
869,4398.688,4400.47,SPEAKER_20,"I APPRECIATE THAT, BUT I'M KIND OF A SLOW TALKER.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,869,h1_2025_12_03_s00869,11,1.7820000000001528,01:13:18.688,01:13:20.470
870,4400.49,4402.351,SPEAKER_20,I NEED AS MUCH SECONDS AS I CAN GET HERE.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,870,h1_2025_12_03_s00870,10,1.8609999999998763,01:13:20.490,01:13:22.351
871,4403.112,4408.556,SPEAKER_20,"ALTHOUGH I MAY HAVE TO STEAL SOME FROM CATHY OVER THERE, BECAUSE SHE ONLY USED 28 SECONDS.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,871,h1_2025_12_03_s00871,17,5.443999999999505,01:13:23.112,01:13:28.556
872,4408.837,4421.347,SPEAKER_20,"BUT I GUESS MY BIG THING WAS THAT ON MAY 20TH, A MAN DIED FROM A CONTRACTOR, AND IT WASN'T A CONTRACTOR THAT WAS WITH THE COMPANY, IT WAS AN INDEPENDENT",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,872,h1_2025_12_03_s00872,32,12.509999999999309,01:13:28.837,01:13:41.347
873,4422.32,4426.643,SPEAKER_20,that was doing the cleanup of all the excess crap.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,873,h1_2025_12_03_s00873,10,4.32300000000032,01:13:42.320,01:13:46.643
874,4427.324,4430.325,SPEAKER_20,"And if you're taking notes, please write crap.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,874,h1_2025_12_03_s00874,9,3.0010000000002037,01:13:47.324,01:13:50.325
875,4431.927,4436.75,SPEAKER_20,I guess my biggest problem was I went to that funeral.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,875,h1_2025_12_03_s00875,11,4.82300000000032,01:13:51.927,01:13:56.750
876,4442.713,4446.856,SPEAKER_20,"And if you ever go out down 104, there's a white cross there.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,876,h1_2025_12_03_s00876,14,4.143000000000029,01:14:02.713,01:14:06.856
877,4448.097,4449.818,SPEAKER_20,And that man's name was there.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,877,h1_2025_12_03_s00877,7,1.7210000000004584,01:14:08.097,01:14:09.818
878,4451.198,4454.799,SPEAKER_20,And the neighbors and the farmers and myself and that family stood there.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,878,h1_2025_12_03_s00878,13,3.600999999999658,01:14:11.198,01:14:14.799
879,4455.919,4459.5,SPEAKER_20,"And when I went to the company, they told me, well, that's not us.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,879,h1_2025_12_03_s00879,15,3.581000000000131,01:14:15.919,01:14:19.500
880,4459.52,4460.921,SPEAKER_20,That's an independent contractor.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,880,h1_2025_12_03_s00880,5,1.40099999999984,01:14:19.520,01:14:20.921
881,4462.941,4467.242,SPEAKER_20,"I don't know who in the hell you, I'll shut up on that.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,881,h1_2025_12_03_s00881,15,4.301000000000386,01:14:22.941,01:14:27.242
882,4467.803,4469.263,SPEAKER_20,I'm expecting a big difference.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,882,h1_2025_12_03_s00882,6,1.4600000000000364,01:14:27.803,01:14:29.263
883,4470.483,4471.864,SPEAKER_20,"And by golly, I'm going to get it.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,883,h1_2025_12_03_s00883,9,1.3809999999994034,01:14:30.483,01:14:31.864
884,4472.784,4477.145,SPEAKER_20,"And the other thing is, the responsible contractors.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,884,h1_2025_12_03_s00884,8,4.361000000000786,01:14:32.784,01:14:37.145
885,4477.185,4478.405,SPEAKER_20,And we had truck routes.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,885,h1_2025_12_03_s00885,5,1.2199999999993452,01:14:37.185,01:14:38.405
886,4479.006,4480.406,SPEAKER_20,And we had trucks that were hauling,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,886,h1_2025_12_03_s00886,7,1.3999999999996362,01:14:39.006,01:14:40.406
887,4481.008,4482.028,SPEAKER_20,freight to and from.,h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,887,h1_2025_12_03_s00887,4,1.0200000000004366,01:14:41.008,01:14:42.028
888,4482.088,4484.269,SPEAKER_20,"And they were saying, well, yeah, but it's 80,000-pound roads.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,888,h1_2025_12_03_s00888,13,2.1810000000004948,01:14:42.088,01:14:44.269
889,4484.289,4487.97,SPEAKER_20,"Well, all roads are 80,000-pound roads because the state passed that.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,889,h1_2025_12_03_s00889,13,3.6810000000004948,01:14:44.289,01:14:47.970
890,4488.21,4492.972,SPEAKER_20,"And that was designed for farm, agriculture, and we use that road all the time.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,890,h1_2025_12_03_s00890,15,4.761999999999716,01:14:48.210,01:14:52.972
891,4492.992,4503.836,SPEAKER_20,"And that trucker who's coming off the interstate, it's a different way of driving a truck on a one-lane road where tires don't touch all the road compared to you're on flat surfaces.",h1_2025_12_03,2025-12-03,"Data-center hearing — December 3, 2025",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/Cyrusone_Hearing_12032025_segments.csv,segments,891,h1_2025_12_03_s00891,38,10.844000000000051,01:14:52.992,01:15:03.836
